Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
CA-2025-10075,2023-09-19,2023-09-21,Second Class,CUST-133,Matthew Murphy,Corporate,United States,Garciaview,Texas,South,Office Supplies,Art,Art - Model Stock,363.27,6,0.0,68.84
CA-2025-10076,2023-01-07,2023-01-11,Same Day,CUST-250,Kristy Bush,Corporate,United States,Millsmouth,Wyoming,East,Furniture,Furnishings,Furnishings - Model Not,915.59,2,0.2,336.56
CA-2025-10077,2023-12-19,2023-12-23,Same Day,CUST-176,Elizabeth Flores,Home Office,United States,Hillbury,Washington,Central,Electronics,Audio,Audio - Model Power,193.25,9,0.5,14.74
CA-2025-10078,2025-09-19,2025-09-22,Standard Class,CUST-300,Kathryn Nguyen,Consumer,United States,Gailhaven,Washington,East,Electronics,Audio,Audio - Model War,1467.42,9,0.2,323.22
CA-2025-10079,2023-06-01,2023-06-06,Standard Class,CUST-225,Taylor Taylor,Corporate,United States,Smithtown,North Dakota,South,Furniture,Bookcases,Bookcases - Model Radio,697.66,8,0.0,181.23
CA-2025-10080,2024-04-03,2024-04-07,First Class,CUST-244,Carlos Daniels,Corporate,United States,Lake Gregory,Nebraska,South,Furniture,Bookcases,Bookcases - Model Add,553.53,6,0.1,158.26
CA-2025-10081,2024-08-20,2024-08-21,Standard Class,CUST-224,Melissa Watkins,Consumer,United States,Kaitlinton,Colorado,South,Furniture,Furnishings,Furnishings - Model Hold,618.39,4,0.3,206.77
CA-2025-10082,2025-04-21,2025-04-26,First Class,CUST-102,Amy Green,Home Office,United States,East Natalie,Kentucky,Central,Office Supplies,Binders,Binders - Model Interest,624.97,10,0.3,195.12
CA-2025-10083,2025-05-27,2025-05-31,Second Class,CUST-164,Lindsey Perry,Home Office,United States,West Lee,Montana,Central,Furniture,Chairs,Chairs - Model Picture,1448.77,9,0.3,492.53
CA-2025-10084,2025-05-14,2025-05-16,Second Class,CUST-183,Mary Pitts,Home Office,United States,North Richardstad,Michigan,South,Electronics,Smartphones,Smartphones - Model Sea,1107.58,3,0.1,265.0
CA-2025-10085,2023-09-18,2023-09-20,First Class,CUST-205,James York,Corporate,United States,Ryanmouth,Florida,West,Office Supplies,Art,Art - Model Kid,1358.9,3,0.0,551.08
CA-2025-10086,2025-03-13,2025-03-14,Standard Class,CUST-202,Leslie James,Corporate,United States,Perezborough,Rhode Island,East,Electronics,Accessories,Accessories - Model Authority,285.7,8,0.3,62.33
CA-2025-10087,2023-02-08,2023-02-09,Same Day,CUST-105,Peggy Hernandez,Consumer,United States,Moonmouth,Wyoming,Central,Office Supplies,Art,Art - Model Boy,1003.22,5,0.2,145.88
CA-2025-10088,2023-03-05,2023-03-08,Standard Class,CUST-184,Leslie Moore,Corporate,United States,Kellyside,Alaska,West,Electronics,Laptops,Laptops - Model Population,217.66,8,0.1,78.66
CA-2025-10089,2025-04-09,2025-04-12,Standard Class,CUST-232,Hannah Miller,Consumer,United States,Ashleyshire,Nevada,East,Electronics,Smartphones,Smartphones - Model Ability,186.03,5,0.2,23.64
CA-2025-10090,2024-10-06,2024-10-07,Second Class,CUST-138,Tommy Taylor,Corporate,United States,Mathewtown,New Jersey,West,Office Supplies,Storage,Storage - Model General,1103.47,6,0.1,424.77
CA-2025-10091,2025-03-06,2025-03-10,First Class,CUST-257,Michael Huynh,Corporate,United States,Spencefurt,Kansas,Central,Office Supplies,Art,Art - Model Notice,1268.88,7,0.2,433.14
CA-2025-10092,2024-04-12,2024-04-13,Standard Class,CUST-118,Catherine Pham,Corporate,United States,Tommytown,Illinois,Central,Furniture,Chairs,Chairs - Model Lead,1037.29,9,0.1,236.04
CA-2025-10093,2023-10-10,2023-10-14,First Class,CUST-290,Taylor Mitchell,Consumer,United States,New John,Florida,West,Office Supplies,Art,Art - Model Tax,749.04,6,0.3,220.79
CA-2025-10094,2024-12-07,2024-12-09,First Class,CUST-212,David Griffin,Home Office,United States,Sandovalville,Alabama,South,Electronics,Laptops,Laptops - Model Clear,192.69,1,0.5,23.41
CA-2025-10095,2024-06-18,2024-06-19,First Class,CUST-276,Monique Moore,Consumer,United States,Adamton,Wyoming,West,Furniture,Furnishings,Furnishings - Model Character,768.87,7,0.0,126.12
CA-2025-10096,2024-11-17,2024-11-22,Second Class,CUST-277,Larry Andrade,Home Office,United States,West Manuelview,West Virginia,South,Furniture,Chairs,Chairs - Model Best,227.28,9,0.3,44.7
CA-2025-10097,2025-03-05,2025-03-07,Standard Class,CUST-255,Jonathan Pitts,Consumer,United States,Barnettfurt,Georgia,West,Furniture,Tables,Tables - Model Officer,671.44,6,0.5,67.56
CA-2025-10098,2025-12-10,2025-12-13,Same Day,CUST-271,Megan Cruz,Home Office,United States,Robbinsburgh,New York,South,Office Supplies,Storage,Storage - Model Language,950.23,2,0.3,258.51
CA-2025-10099,2025-04-13,2025-04-18,Second Class,CUST-210,Donald Burns,Home Office,United States,Port Heidistad,New Jersey,West,Furniture,Furnishings,Furnishings - Model Scene,480.51,10,0.0,191.83
CA-2025-10100,2025-12-19,2025-12-20,Same Day,CUST-211,Latoya Salas,Consumer,United States,Carpenterborough,Illinois,West,Office Supplies,Binders,Binders - Model Far,292.08,3,0.3,81.86
CA-2025-10101,2024-06-12,2024-06-14,Standard Class,CUST-102,Alicia Burke,Corporate,United States,New Emily,Iowa,East,Office Supplies,Storage,Storage - Model Month,632.08,1,0.0,223.05
CA-2025-10102,2023-01-11,2023-01-13,Same Day,CUST-101,Alex Neal,Corporate,United States,South Holly,Montana,East,Electronics,Laptops,Laptops - Model Office,1139.59,6,0.2,204.03
CA-2025-10103,2023-05-30,2023-06-03,First Class,CUST-182,Andrew Valencia,Home Office,United States,Michaelmouth,New Hampshire,West,Electronics,Smartphones,Smartphones - Model Current,344.11,4,0.2,110.12
CA-2025-10104,2025-06-14,2025-06-18,First Class,CUST-148,Michelle Watson,Corporate,United States,North Taylor,Iowa,South,Electronics,Accessories,Accessories - Model Because,283.58,1,0.2,85.73
CA-2025-10105,2023-02-14,2023-02-15,First Class,CUST-130,Stephanie Spencer,Home Office,United States,Robertchester,Tennessee,East,Electronics,Laptops,Laptops - Model Total,1182.91,4,0.2,165.53
CA-2025-10106,2024-06-28,2024-07-01,Standard Class,CUST-174,Nathan White,Corporate,United States,Boydburgh,West Virginia,South,Furniture,Furnishings,Furnishings - Model Brother,566.78,4,0.0,119.28
CA-2025-10107,2025-04-24,2025-04-26,Standard Class,CUST-260,Donna Sawyer,Corporate,United States,Stewartville,Arizona,Central,Electronics,Audio,Audio - Model Religious,1317.97,8,0.0,655.74
CA-2025-10108,2024-05-04,2024-05-05,Standard Class,CUST-271,Bonnie Gonzalez,Corporate,United States,Saraton,Arkansas,West,Furniture,Tables,Tables - Model Buy,260.21,8,0.0,109.76
CA-2025-10109,2025-03-26,2025-03-28,Same Day,CUST-263,April Palmer,Corporate,United States,East Richardfort,Illinois,South,Electronics,Audio,Audio - Model Surface,1279.38,1,0.3,219.29
CA-2025-10110,2023-09-04,2023-09-08,Second Class,CUST-172,Katelyn Mack,Corporate,United States,Darrellberg,Nevada,South,Electronics,Laptops,Laptops - Model Reduce,401.93,1,0.2,79.39
CA-2025-10111,2025-03-09,2025-03-12,First Class,CUST-213,Jose Banks,Home Office,United States,Sarahside,Alabama,South,Office Supplies,Binders,Binders - Model Beautiful,1263.39,3,0.0,244.58
CA-2025-10112,2023-01-23,2023-01-28,First Class,CUST-288,Jeffrey Powers,Home Office,United States,Lake Jose,Ohio,West,Furniture,Chairs,Chairs - Model There,1142.34,6,0.5,109.72
CA-2025-10113,2024-10-12,2024-10-14,Same Day,CUST-297,Philip Hernandez,Consumer,United States,Dillonfort,Oregon,South,Electronics,Laptops,Laptops - Model Candidate,1427.16,9,0.2,394.16
CA-2025-10114,2023-06-01,2023-06-02,Second Class,CUST-150,Rebecca Ramos DVM,Consumer,United States,Port Bryanburgh,Missouri,South,Office Supplies,Paper,Paper - Model Total,798.82,2,0.2,169.81
CA-2025-10115,2023-08-12,2023-08-14,Second Class,CUST-288,Ashley Glass,Home Office,United States,Owensville,Louisiana,South,Furniture,Bookcases,Bookcases - Model Wind,448.12,4,0.0,87.95
CA-2025-10116,2023-04-23,2023-04-25,Second Class,CUST-185,Megan Hart,Corporate,United States,New Cindyville,Nebraska,West,Office Supplies,Art,Art - Model Necessary,1208.76,8,0.0,601.86
CA-2025-10117,2023-09-16,2023-09-19,Second Class,CUST-192,Joshua Smith,Home Office,United States,Port Candaceside,New Jersey,West,Furniture,Tables,Tables - Model Red,1421.17,9,0.2,223.61
CA-2025-10118,2023-11-06,2023-11-11,Same Day,CUST-203,Jacob Maxwell MD,Corporate,United States,Santiagofurt,Ohio,South,Office Supplies,Binders,Binders - Model Quickly,183.99,3,0.1,61.9
CA-2025-10119,2025-05-06,2025-05-07,First Class,CUST-236,Samantha Ramirez,Consumer,United States,East Amanda,New Mexico,South,Office Supplies,Storage,Storage - Model Laugh,1304.28,8,0.0,203.78
CA-2025-10120,2023-09-03,2023-09-08,Same Day,CUST-196,Robert Acosta,Home Office,United States,Danielborough,Illinois,East,Office Supplies,Binders,Binders - Model Partner,1445.53,8,0.0,229.64
CA-2025-10121,2024-07-23,2024-07-27,Second Class,CUST-108,Glenda Miller,Home Office,United States,South Thomas,Illinois,Central,Electronics,Audio,Audio - Model Attack,426.75,4,0.5,89.42
CA-2025-10122,2023-01-04,2023-01-06,First Class,CUST-286,Melissa Price,Consumer,United States,Caroltown,Missouri,South,Electronics,Accessories,Accessories - Model Indeed,632.21,6,0.3,155.66
CA-2025-10123,2025-11-02,2025-11-03,First Class,CUST-290,Amanda Ford,Consumer,United States,Crawfordburgh,Wisconsin,South,Office Supplies,Storage,Storage - Model Step,1362.26,10,0.3,148.52
CA-2025-10124,2025-10-27,2025-10-29,Same Day,CUST-129,Jamie Marshall,Home Office,United States,New Samuel,Pennsylvania,East,Furniture,Furnishings,Furnishings - Model Worker,671.81,6,0.0,334.0
CA-2025-10125,2023-06-24,2023-06-29,Same Day,CUST-206,Corey Reyes,Corporate,United States,Powellmouth,Rhode Island,Central,Furniture,Furnishings,Furnishings - Model Actually,1491.49,9,0.1,209.49
CA-2025-10126,2025-10-06,2025-10-08,Standard Class,CUST-122,Kathleen Bautista,Corporate,United States,Port Haroldborough,Indiana,East,Furniture,Chairs,Chairs - Model Executive,360.5,7,0.1,124.64
CA-2025-10127,2023-09-23,2023-09-28,First Class,CUST-101,Becky Shaw,Home Office,United States,Jackfort,North Dakota,West,Office Supplies,Paper,Paper - Model This,1316.08,1,0.1,425.26
CA-2025-10128,2023-10-18,2023-10-20,Second Class,CUST-258,Christopher Little,Consumer,United States,West Kaitlin,Georgia,South,Office Supplies,Binders,Binders - Model Let,1170.28,4,0.1,173.66
CA-2025-10129,2024-10-18,2024-10-21,First Class,CUST-281,Amy Wells,Consumer,United States,South Kimberly,Mississippi,West,Electronics,Laptops,Laptops - Model Issue,24.44,9,0.3,4.75
CA-2025-10130,2023-08-01,2023-08-06,Same Day,CUST-130,Lori Phillips,Corporate,United States,New Jenniferton,Pennsylvania,South,Furniture,Tables,Tables - Model Month,1398.58,5,0.3,473.57
CA-2025-10131,2023-12-11,2023-12-15,Standard Class,CUST-187,Jade Wood,Corporate,United States,Luisbury,Oklahoma,East,Electronics,Audio,Audio - Model Wind,1162.48,2,0.5,241.8
CA-2025-10132,2025-08-02,2025-08-03,Standard Class,CUST-181,Pamela Ferrell,Consumer,United States,Port Meganville,Maryland,East,Office Supplies,Paper,Paper - Model Social,595.52,3,0.1,257.39
CA-2025-10133,2025-01-30,2025-02-02,Second Class,CUST-139,Barbara Horne,Consumer,United States,Watsonhaven,Oklahoma,Central,Electronics,Audio,Audio - Model Rest,994.94,3,0.2,257.67
CA-2025-10134,2024-01-25,2024-01-28,First Class,CUST-260,Jennifer Hensley,Home Office,United States,West Alan,Virginia,Central,Furniture,Chairs,Chairs - Model Also,355.07,8,0.1,141.49
CA-2025-10135,2023-06-12,2023-06-13,Same Day,CUST-158,Nicole Mcmillan,Corporate,United States,Melanieberg,Connecticut,West,Furniture,Chairs,Chairs - Model Heart,41.67,7,0.5,3.39
CA-2025-10136,2025-07-17,2025-07-22,Standard Class,CUST-279,Jaime Harris,Home Office,United States,Lopezshire,Connecticut,South,Electronics,Accessories,Accessories - Model Else,1430.13,7,0.3,264.28
CA-2025-10137,2025-11-21,2025-11-25,Second Class,CUST-217,Alexandra Harrison,Consumer,United States,Port Roberta,Georgia,East,Office Supplies,Binders,Binders - Model Pattern,767.74,5,0.1,266.61
CA-2025-10138,2025-09-25,2025-09-28,Same Day,CUST-179,Maria Chavez,Consumer,United States,Danielhaven,Montana,East,Electronics,Laptops,Laptops - Model Degree,1464.06,5,0.2,567.66
